extrusion,layer_width,layer_height,nn_speed,formula_speed
2,42,17.431667,43,50
2,42,17.414444,43,50
2,42,17.397222,43,50
2,42,17.38,43,50
2,42,17.362778,43,50
2,42,17.345556,43,50
2,42,17.328333,43,50
2,42,17.311111,43,50
2,42,17.278611,43,50
2,42,17.246111,43,50
2,42,17.213611,43,51
2,42,17.181111,43,51
2,42,17.148611,44,51
2,42,17.116111,44,51
2,42,17.083611,44,51
2,42,17.051111,44,51
2,42,17.018611,44,51
2,42,16.986111,44,51
2,42,16.953611,44,51
2,42,16.921111,44,51
2,42,16.888611,44,51
2,42,16.856111,45,52
2,42,16.823611,45,52
2,42,16.791111,45,52
2,42,16.758611,45,52
2,42,16.726111,45,52
2,42,16.693611,45,52
2,42,16.661111,45,52
2,42,16.628611,45,52
2,42,16.596111,46,52
2,42,16.563611,46,52
2,42,16.531111,46,52
2,42,16.498611,46,53
2,42,16.466111,46,53
2,42,16.433611,46,53
2,42,16.401111,46,53
2,42,16.368611,47,53
2,42,16.336111,47,53
2,42,16.303611,47,53
2,42,16.271111,47,53
2,42,16.238611,47,53
2,42,16.206111,47,53
2,42,16.173611,47,53
2,42,16.141111,47,54
2,42,16.108611,48,54
2,42,16.076111,48,54
2,42,16.043611,48,54
2,42,16.011111,48,54
2,42,15.978611,48,54
2,42,15.946111,48,54
2,42,15.913611,48,54
2,42,15.881111,48,54
2,42,15.848611,49,54
2,42,15.816111,49,55
2,42,15.783611,49,55
2,42,15.751111,49,55
2,42,15.718611,49,55
2,42,15.686111,49,55
2,42,15.653611,49,55
2,42,15.621111,50,55
2,42,15.588611,50,55
2,42,15.556111,50,55
2,42,15.523611,50,56
2,42,15.491111,50,56
2,42,15.458611,50,56
2,42,15.426111,50,56
2,42,15.393611,51,56
2,42,15.361111,51,56
2,42,15.328611,51,56
2,42,15.296111,51,56
2,42,15.263611,51,56
2,42,15.231111,51,57
2,42,15.198611,51,57
2,42,15.166111,52,57
2,42,15.133611,52,57
2,42,15.101111,52,57
2,42,15.068611,52,57
2,42,15.036111,52,57
2,42,15.003611,52,57
2,42,14.971111,52,57
2,42,14.938611,53,58
2,42,14.906111,53,58
2,42,14.873611,53,58
2,42,14.841111,53,58
2,42,14.808611,53,58
2,42,14.776111,53,58
2,42,14.743611,53,58
2,42,14.711111,54,58
2,42,14.678611,54,58
2,42,14.646111,54,59
2,42,14.613611,54,59
2,42,14.581111,54,59
2,42,14.548611,54,59
2,42,14.516111,54,59
2,42,14.483611,54,59
2,42,14.451111,55,59
2,42,14.418611,55,59
2,42,14.386111,55,60
2,42,14.353611,55,60
2,42,14.321111,55,60
2,42,14.288611,55,60
2,42,14.256111,55,60
2,42,14.223611,56,60
2,42,14.191111,56,60
2,42,14.158611,56,60
2,42,14.126111,56,61
2,42,14.093611,56,61
2,42,14.061111,56,61
2,42,14.028611,56,61
2,42,13.996111,57,61
2,42,13.963611,57,61
2,42,13.931111,57,61
2,42,13.898611,57,61
2,42,13.866111,57,62
2,42,13.833611,57,62
2,42,13.801111,57,62
2,42,13.768611,58,62
2,42,13.736111,58,62
2,42,13.703611,58,62
2,42,13.671111,58,62
2,42,13.638611,58,63
2,42,13.606111,58,63
2,42,13.573611,58,63
2,42,13.541111,58,63
2,42,13.508611,59,63
2,42,13.476111,59,63
2,42,13.443611,59,63
2,42,13.411111,59,64
2,42,13.378611,59,64
2,42,13.346111,59,64
2,42,13.313611,59,64
2,42,13.281111,60,64
2,42,13.248611,60,64
2,42,13.216111,60,64
2,42,13.183611,60,65
2,42,13.151111,60,65
2,42,13.118611,60,65
2,42,13.086111,60,65
2,42,13.053611,61,65
2,42,13.021111,61,65
2,42,12.988611,61,65
2,42,12.956111,61,66
2,42,12.923611,61,66
2,42,12.891111,61,66
2,42,12.858611,61,66
2,42,12.826111,61,66
2,42,12.793611,62,66
2,42,12.761111,62,67
2,42,12.728611,62,67
2,42,12.696111,62,67
2,42,12.663611,62,67
2,42,12.631111,62,67
2,42,12.598611,62,67
2,42,12.566111,63,67
2,42,12.533611,63,68
2,42,12.501111,63,68
2,42,12.468611,63,68
2,42,12.436111,63,68
2,42,12.403611,63,68
2,42,12.371111,63,68
2,42,12.338611,64,69
2,42,12.306111,64,69
2,42,12.273611,64,69
2,42,12.241111,64,69
2,42,12.208611,64,69
2,42,12.176111,64,70
2,42,12.143611,64,70
2,42,12.111111,65,70
2,42,12.078611,65,70
2,42,12.046111,65,70
2,42,12.013611,65,70
2,42,11.981111,65,71
2,42,11.948611,65,71
2,42,11.916111,65,71
2,42,11.883611,66,71
2,42,11.851111,66,71
2,42,11.818611,66,71
2,42,11.786111,66,72
2,42,11.753611,66,72
2,42,11.721111,66,72
2,42,11.688611,66,72
2,42,11.656111,67,72
2,42,11.623611,67,73
2,42,11.591111,67,73
2,42,11.558611,67,73
2,42,11.526111,67,73
2,42,11.493611,67,73
2,42,11.461111,68,74
2,42,11.428611,68,74
2,42,11.396111,68,74
2,42,11.363611,68,74
2,42,11.331111,68,74
2,42,11.298611,68,75
2,42,11.266111,68,75
2,42,11.233611,69,75
2,42,11.201111,69,75
2,42,11.168611,69,75
2,42,11.136111,69,76
2,42,11.103611,69,76
2,42,11.071111,69,76
2,42,11.038611,70,76
2,42,11.006111,70,76
2,42,10.973611,70,77
2,42,10.941111,70,77
2,42,10.908611,70,77
2,42,10.876111,70,77
2,42,10.843611,70,77
2,42,10.811111,71,78
2,42,10.778611,71,78
2,42,10.746111,71,78
2,42,10.713611,71,78
2,42,10.681111,71,79
2,42,10.648611,71,79
2,42,10.616111,71,79
2,42,10.583611,72,79
2,42,10.551111,72,80
2,42,10.518611,72,80
2,42,10.486111,72,80
2,42,10.453611,72,80
2,42,10.421111,72,80
2,42,10.388611,72,81
2,42,10.356111,73,81
2,42,10.323611,73,81
2,42,10.291111,73,81
2,42,10.258611,73,82
2,42,10.226111,73,82
2,42,10.193611,73,82
2,42,10.161111,73,82
2,42,10.128611,74,83
2,42,10.096111,74,83
2,42,10.063611,74,83
2,42,10.031111,74,83
2,42,9.998611,74,84
2,42,9.966111,74,84
2,42,9.933611,74,84
2,42,9.901111,75,84
2,42,9.868611,75,85
2,42,9.836111,75,85
2,42,9.803611,75,85
2,42,9.771111,75,85
2,42,9.738611,75,86
2,42,9.706111,75,86
2,42,9.673611,76,86
2,42,9.641111,76,87
2,42,9.608611,76,87
2,42,9.576111,76,87
2,42,9.543611,76,87
2,42,9.511111,76,88
2,42,9.478611,76,88
2,42,9.446111,77,88
2,42,9.413611,77,89
2,42,9.381111,77,89
2,42,9.348611,77,89
2,42,9.316111,77,89
2,42,9.283611,77,90
2,42,9.251111,78,90
2,42,9.218611,78,90
2,42,9.186111,78,91
2,42,9.153611,78,91
2,42,9.121111,78,91
2,42,9.088611,78,92
2,42,9.056111,78,92
2,42,9.023611,79,92
2,42,8.991111,79,93
2,42,8.958611,79,93
2,42,8.926111,79,93
2,42,8.893611,79,93
2,42,8.861111,80,94
2,42,8.828611,80,94
2,42,8.796111,80,94
2,42,8.763611,80,95
2,42,8.731111,81,95
2,42,8.698611,81,95
2,42,8.666111,81,96
2,42,8.633611,82,96
2,42,8.601111,82,97
2,42,8.568611,82,97
2,42,8.536111,83,97
2,42,8.503611,83,98
2,42,8.471111,83,98
2,42,8.438611,83,98
2,42,8.406111,84,99
2,42,8.373611,84,99
2,42,8.341111,85,99
2,42,8.308611,85,100
2,42,8.276111,85,100
2,42,8.243611,86,101
2,42,8.211111,86,101
2,42,8.178611,86,101
2,42,8.146111,87,102
2,42,8.113611,87,102
2,42,8.081111,88,102
2,42,8.048611,88,103
2,42,8.016111,88,103
2,42,7.983611,89,104
2,42,7.951111,89,104
2,42,7.918611,90,104
2,42,7.886111,90,105
2,42,7.853611,91,105
2,42,7.821111,91,106
2,42,7.788611,91,106
2,42,7.756111,92,107
2,42,7.723611,92,107
2,42,7.691111,93,107
2,42,7.658611,93,108
2,42,7.626111,94,108
2,42,7.593611,94,109
2,42,7.561111,95,109
2,42,7.528611,95,110
2,42,7.496111,96,110
2,42,7.463611,96,111
2,42,7.431111,97,111
2,42,7.398611,97,111
2,42,7.366111,98,112
2,42,7.333611,98,112
2,42,7.301111,99,113
2,42,7.268611,99,113
2,42,7.236111,100,114
2,42,7.203611,100,114
2,42,7.171111,101,115
2,42,7.138611,101,115
2,42,7.106111,102,116
2,42,7.073611,102,116
2,42,7.041111,103,117
2,42,7.008611,103,117
2,42,6.976111,104,118
2,42,6.943611,104,119
2,42,6.911111,105,119
2,42,6.863333,106,120
2,42,6.815556,107,121
2,42,6.767778,108,121
2,42,6.72,108,122
2,42,6.672222,109,123
2,42,6.624444,110,124
2,42,6.576667,111,125
2,42,6.528889,112,126
2,42,6.481111,113,127
2,42,6.433333,114,128
2,42,6.385556,115,128
2,42,6.337778,116,129
2,42,6.29,117,130
2,42,6.242222,117,131
2,42,6.194444,118,132
2,42,6.146667,119,133
2,42,6.098889,120,134
2,42,6.051111,121,135
2,42,6.003333,122,136
2,42,5.955556,123,137
2,42,5.907778,124,139
2,42,5.86,125,140
2,42,5.812222,126,141
2,42,5.764444,127,142
2,42,5.716667,128,143
2,42,5.668889,129,144
2,42,5.621111,130,145
2,42,5.573333,131,147
2,42,5.525556,132,148
2,42,5.477778,133,149
2,42,5.43,135,150
2,42,5.382222,136,152
2,42,5.334444,137,153
2,42,5.286667,138,154
2,42,5.238889,139,156
2,42,5.191111,140,157
2,42,5.143333,141,158
2,42,5.095556,142,160
2,42,5.047778,143,161
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,42,5.0,144,163
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.4,118,132
2,48,5.85,109,122
2,48,6.3,101,113
2,48,6.75,94,106
2,48,7.2,87,100
2,48,7.65,81,94
2,48,8.1,75,89
2,48,8.55,71,84
2,48,9.0,67,80
2,48,9.45,65,77
2,48,9.9,63,73
2,48,10.35,62,70
2,48,10.8,60,68
2,48,11.25,58,65
2,48,11.7,57,63
2,48,12.15,55,60
2,48,12.6,53,58
2,48,13.05,52,57
2,48,13.5,50,55
2,48,13.95,49,53
2,48,14.4,47,52
2,48,14.85,45,50
2,48,15.3,43,49
2,48,15.75,42,47
2,48,16.2,40,46
2,48,16.65,38,45
2,48,17.1,37,44
2,48,17.55,36,43
2,48,13.0,52,57
2,48,13.45,50,55
2,48,13.9,49,53
2,48,14.35,47,52
2,48,14.8,45,50
2,48,15.25,44,49
2,48,15.7,42,48
2,48,16.15,40,46
2,48,16.6,39,45
2,48,17.05,37,44
2,48,17.5,36,43
2,48,17.95,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,18.0,34,42
2,48,17.982778,34,42
2,48,17.965556,34,42
2,48,17.948333,34,42
2,48,17.931111,34,42
2,48,17.913889,34,42
2,48,17.896667,34,42
2,48,17.879444,34,42
2,48,17.862222,35,42
2,48,17.845,35,42
2,48,17.827778,35,42
2,48,17.810556,35,42
2,48,17.793333,35,42
2,48,17.776111,35,42
2,48,17.758889,35,42
2,48,17.741667,35,43
2,48,17.724444,35,43
2,48,17.707222,35,43
2,48,17.69,35,43
2,48,17.672778,35,43
2,48,17.655556,35,43
2,48,17.638333,35,43
2,48,17.621111,35,43
2,48,17.603889,35,43
2,48,17.586667,35,43
2,48,17.569444,35,43
2,48,17.552222,35,43
2,48,17.535,36,43
2,48,17.517778,36,43
2,48,17.500556,36,43
2,48,17.483333,36,43
2,48,17.466111,36,43
2,48,17.448889,36,43
2,48,17.431667,36,43
2,48,17.414444,36,43
2,48,17.397222,36,43
2,48,17.38,36,43
2,48,17.362778,36,43
2,48,17.345556,36,43
2,48,17.328333,36,43
2,48,17.311111,36,43
2,48,17.278611,36,44
2,48,17.246111,36,44
2,48,17.213611,37,44
2,48,17.181111,37,44
2,48,17.148611,37,44
2,48,17.116111,37,44
2,48,17.083611,37,44
2,48,17.051111,37,44
2,48,17.018611,37,44
2,48,16.986111,37,44
2,48,16.953611,37,44
2,48,16.921111,38,44
2,48,16.888611,38,44
2,48,16.856111,38,45
2,48,16.823611,38,45
2,48,16.791111,38,45
2,48,16.758611,38,45
2,48,16.726111,38,45
2,48,16.693611,38,45
2,48,16.661111,38,45
2,48,16.628611,39,45
2,48,16.596111,39,45
2,48,16.563611,39,45
2,48,16.531111,39,45
2,48,16.498611,39,45
2,48,16.466111,39,46
2,48,16.433611,39,46
2,48,16.401111,39,46
2,48,16.368611,39,46
2,48,16.336111,40,46
2,48,16.303611,40,46
2,48,16.271111,40,46
2,48,16.238611,40,46
2,48,16.206111,40,46
2,48,16.173611,40,46
2,48,16.141111,40,46
2,48,16.108611,40,46
2,48,16.076111,41,47
2,48,16.043611,41,47
2,48,16.011111,41,47
2,48,15.978611,41,47
2,48,15.946111,41,47
2,48,15.913611,41,47
2,48,15.881111,41,47
2,48,15.848611,41,47
2,48,15.816111,41,47
2,48,15.783611,42,47
2,48,15.751111,42,47
2,48,15.718611,42,48
2,48,15.686111,42,48
2,48,15.653611,42,48
2,48,15.621111,42,48
2,48,15.588611,42,48
2,48,15.556111,42,48
2,48,15.523611,43,48
2,48,15.491111,43,48
2,48,15.458611,43,48
2,48,15.426111,43,48
2,48,15.393611,43,48
2,48,15.361111,43,49
2,48,15.328611,43,49
2,48,15.296111,43,49
2,48,15.263611,44,49
2,48,15.231111,44,49
2,48,15.198611,44,49
2,48,15.166111,44,49
2,48,15.133611,44,49
2,48,15.101111,44,49
2,48,15.068611,44,49
2,48,15.036111,44,50
2,48,15.003611,45,50
2,48,14.971111,45,50
2,48,14.938611,45,50
2,48,14.906111,45,50
2,48,14.873611,45,50
2,48,14.841111,45,50
2,48,14.808611,45,50
2,48,14.776111,45,50
2,48,14.743611,46,50
2,48,14.711111,46,51
2,48,14.678611,46,51
2,48,14.646111,46,51
2,48,14.613611,46,51
2,48,14.581111,46,51
2,48,14.548611,46,51
2,48,14.516111,46,51
2,48,14.483611,47,51
2,48,14.451111,47,51
2,48,14.418611,47,51
2,48,14.386111,47,52
2,48,14.353611,47,52
2,48,14.321111,47,52
2,48,14.288611,47,52
2,48,14.256111,47,52
2,48,14.223611,48,52
2,48,14.191111,48,52
2,48,14.158611,48,52
2,48,14.126111,48,52
2,48,14.093611,48,53
2,48,14.061111,48,53
2,48,14.028611,48,53
2,48,13.996111,48,53
2,48,13.963611,48,53
2,48,13.931111,49,53
2,48,13.898611,49,53
2,48,13.866111,49,53
2,48,13.833611,49,54
2,48,13.801111,49,54
2,48,13.768611,49,54
2,48,13.736111,49,54
2,48,13.703611,49,54
2,48,13.671111,50,54
2,48,13.638611,50,54
2,48,13.606111,50,54
2,48,13.573611,50,54
2,48,13.541111,50,55
2,48,13.508611,50,55
2,48,13.476111,50,55
2,48,13.443611,50,55
2,48,13.411111,50,55
2,48,13.378611,51,55
2,48,13.346111,51,55
2,48,13.313611,51,55
2,48,13.281111,51,56
2,48,13.248611,51,56
2,48,13.216111,51,56
2,48,13.183611,51,56
2,48,13.151111,51,56
2,48,13.118611,52,56
2,48,13.086111,52,56
2,48,13.053611,52,56
2,48,13.021111,52,57
2,48,12.988611,52,57
2,48,12.956111,52,57
2,48,12.923611,52,57
2,48,12.891111,52,57
2,48,12.858611,52,57
2,48,12.826111,53,57
2,48,12.793611,53,58
2,48,12.761111,53,58
2,48,12.728611,53,58
2,48,12.696111,53,58
2,48,12.663611,53,58
2,48,12.631111,53,58
2,48,12.598611,53,58
2,48,12.566111,54,59
2,48,12.533611,54,59
2,48,12.501111,54,59
2,48,12.468611,54,59
2,48,12.436111,54,59
2,48,12.403611,54,59
2,48,12.371111,54,59
2,48,12.338611,54,60
2,48,12.306111,54,60
2,48,12.273611,55,60
2,48,12.241111,55,60
2,48,12.208611,55,60
2,48,12.176111,55,60
2,48,12.143611,55,60
2,48,12.111111,55,61
2,48,12.078611,55,61
2,48,12.046111,55,61
2,48,12.013611,56,61
2,48,11.981111,56,61
2,48,11.948611,56,61
2,48,11.916111,56,62
2,48,11.883611,56,62
2,48,11.851111,56,62
2,48,11.818611,56,62
2,48,11.786111,56,62
2,48,11.753611,56,62
2,48,11.721111,57,63
2,48,11.688611,57,63
2,48,11.656111,57,63
2,48,11.623611,57,63
2,48,11.591111,57,63
2,48,11.558611,57,63
2,48,11.526111,57,64
2,48,11.493611,57,64
2,48,11.461111,58,64
2,48,11.428611,58,64
2,48,11.396111,58,64
2,48,11.363611,58,64
2,48,11.331111,58,65
2,48,11.298611,58,65
2,48,11.266111,58,65
2,48,11.233611,58,65
2,48,11.201111,59,65
2,48,11.168611,59,65
2,48,11.136111,59,66
2,48,11.103611,59,66
2,48,11.071111,59,66
2,48,11.038611,59,66
2,48,11.006111,59,66
2,48,10.973611,59,67
2,48,10.941111,60,67
2,48,10.908611,60,67
2,48,10.876111,60,67
2,48,10.843611,60,67
2,48,10.811111,60,67
2,48,10.778611,60,68
2,48,10.746111,60,68
2,48,10.713611,60,68
2,48,10.681111,60,68
2,48,10.648611,61,68
2,48,10.616111,61,69
2,48,10.583611,61,69
2,48,10.551111,61,69
2,48,10.518611,61,69
2,48,10.486111,61,69
2,48,10.453611,61,70
2,48,10.421111,61,70
2,48,10.388611,62,70
2,48,10.356111,62,70
2,48,10.323611,62,71
2,48,10.291111,62,71
2,48,10.258611,62,71
2,48,10.226111,62,71
2,48,10.193611,62,71
2,48,10.161111,62,72
2,48,10.128611,63,72
2,48,10.096111,63,72
2,48,10.063611,63,72
2,48,10.031111,63,72
2,48,9.998611,63,73
2,48,9.966111,63,73
2,48,9.933611,63,73
2,48,9.901111,63,73
2,48,9.868611,64,74
2,48,9.836111,64,74
2,48,9.803611,64,74
2,48,9.771111,64,74
2,48,9.738611,64,75
2,48,9.706111,64,75
2,48,9.673611,64,75
2,48,9.641111,64,75
2,48,9.608611,65,76
2,48,9.576111,65,76
2,48,9.543611,65,76
2,48,9.511111,65,76
2,48,9.478611,65,77
2,48,9.446111,65,77
2,48,9.413611,65,77
2,48,9.381111,65,77
2,48,9.348611,66,78
2,48,9.316111,66,78
2,48,9.283611,66,78
2,48,9.251111,66,78
2,48,9.218611,66,79
2,48,9.186111,66,79
2,48,9.153611,66,79
2,48,9.121111,66,79
2,48,9.088611,67,80
2,48,9.056111,67,80
2,48,9.023611,67,80
2,48,8.991111,67,80
2,48,8.958611,67,81
2,48,8.926111,68,81
2,48,8.893611,68,81
2,48,8.861111,68,82
2,48,8.828611,68,82
2,48,8.796111,69,82
2,48,8.763611,69,82
2,48,8.731111,69,83
2,48,8.698611,69,83
2,48,8.666111,70,83
2,48,8.633611,70,84
2,48,8.601111,70,84
2,48,8.568611,70,84
2,48,8.536111,71,85
2,48,8.503611,71,85
2,48,8.471111,71,85
2,48,8.438611,72,86
2,48,8.406111,72,86
2,48,8.373611,72,86
2,48,8.341111,73,86
2,48,8.308611,73,87
2,48,8.276111,73,87
2,48,8.243611,74,87
2,48,8.211111,74,88
2,48,8.178611,74,88
2,48,8.146111,75,88
2,48,8.113611,75,89
2,48,8.081111,76,89
2,48,8.048611,76,90
2,48,8.016111,76,90
2,48,7.983611,77,90
2,48,7.951111,77,91
2,48,7.918611,77,91
2,48,7.886111,78,91
2,48,7.853611,78,92
2,48,7.821111,79,92
2,48,7.788611,79,92
2,48,7.756111,80,93
2,48,7.723611,80,93
2,48,7.691111,80,94
2,48,7.658611,81,94
2,48,7.626111,81,94
2,48,7.593611,82,95
2,48,7.561111,82,95
2,48,7.528611,83,95
2,48,7.496111,83,96
2,48,7.463611,83,96
2,48,7.431111,84,97
2,48,7.398611,84,97
2,48,7.366111,85,97
2,48,7.333611,85,98
2,48,7.301111,86,98
2,48,7.268611,86,99
2,48,7.236111,87,99
2,48,7.203611,87,100
2,48,7.171111,88,100
2,48,7.138611,88,100
2,48,7.106111,89,101
2,48,7.073611,89,101
2,48,7.041111,90,102
2,48,7.008611,90,102
2,48,6.976111,91,103
2,48,6.943611,91,103
2,48,6.911111,92,104
2,48,6.863333,92,104
2,48,6.815556,93,105
2,48,6.767778,94,106
2,48,6.72,95,107
2,48,6.672222,95,107
2,48,6.624444,96,108
2,48,6.576667,97,109
2,48,6.528889,98,110
2,48,6.481111,98,110
2,48,6.433333,99,111
2,48,6.385556,100,112
2,48,6.337778,101,113
2,48,6.29,102,114
2,48,6.242222,102,114
2,48,6.194444,103,115
2,48,6.146667,104,116
2,48,6.098889,105,117
2,48,6.051111,106,118
2,48,6.003333,106,119
2,48,5.955556,107,120
2,48,5.907778,108,121
2,48,5.86,109,122
2,48,5.812222,110,123
2,48,5.764444,111,124
2,48,5.716667,112,125
2,48,5.668889,112,126
2,48,5.621111,113,127
2,48,5.573333,114,128
2,48,5.525556,115,129
2,48,5.477778,116,130
2,48,5.43,117,131
2,48,5.382222,118,132
2,48,5.334444,119,133
2,48,5.286667,120,135
2,48,5.238889,121,136
2,48,5.191111,122,137
2,48,5.143333,123,138
2,48,5.095556,124,139
2,48,5.047778,125,141
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
2,48,5.0,126,142
3,18,5.0,514,591
3,18,5.0,514,591
3,18,5.0,514,591
3,18,5.0,514,591
3,18,5.0,514,591
3,18,5.0,514,591
3,18,5.0,514,591
3,18,5.0,514,591
3,18,5.0,514,591
3,18,5.0,514,591
3,18,5.0,514,591
3,18,5.0,514,591
3,18,5.4,495,550
3,18,5.85,474,510
3,18,6.3,452,477
3,18,6.75,431,448
3,18,7.2,411,422
3,18,7.65,391,400
3,18,8.1,372,380
3,18,8.55,355,362
3,18,9.0,338,346
3,18,9.45,323,331
3,18,9.9,308,318
3,18,10.35,295,306
3,18,10.8,282,295
3,18,11.25,271,285
3,18,11.7,261,276
3,18,12.15,251,267
3,18,12.6,243,259
3,18,13.05,235,252
3,18,13.5,228,245
3,18,13.95,222,239
3,18,14.4,216,233
3,18,14.85,211,227
3,18,15.3,207,222
3,18,15.75,203,217
3,18,16.2,199,213
3,18,16.65,196,208
3,18,17.1,193,204
3,18,17.55,190,200
3,18,13.0,236,253
3,18,13.45,229,246
3,18,13.9,223,240
3,18,14.35,217,234
3,18,14.8,212,228
3,18,15.25,207,223
3,18,15.7,203,218
3,18,16.15,200,213
3,18,16.6,196,209
3,18,17.05,193,204
3,18,17.5,191,201
3,18,17.95,188,197
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,18.0,188,196
3,18,17.982778,188,197
3,18,17.965556,188,197
3,18,17.948333,188,197
3,18,17.931111,188,197
3,18,17.913889,189,197
3,18,17.896667,189,197
3,18,17.879444,189,197
3,18,17.862222,189,198
3,18,17.845,189,198
3,18,17.827778,189,198
3,18,17.810556,189,198
3,18,17.793333,189,198
3,18,17.776111,189,198
3,18,17.758889,189,198
3,18,17.741667,189,199
3,18,17.724444,190,199
3,18,17.707222,190,199
3,18,17.69,190,199
3,18,17.672778,190,199
3,18,17.655556,190,199
3,18,17.638333,190,199
3,18,17.621111,190,200
3,18,17.603889,190,200
3,18,17.586667,190,200
3,18,17.569444,190,200
3,18,17.552222,190,200
3,18,17.535,191,200
3,18,17.517778,191,200
3,18,17.500556,191,201
3,18,17.483333,191,201
3,18,17.466111,191,201
3,18,17.448889,191,201
3,18,17.431667,191,201
3,18,17.414444,191,201
3,18,17.397222,191,201
3,18,17.38,191,202
3,18,17.362778,191,202
3,18,17.345556,192,202
3,18,17.328333,192,202
3,18,17.311111,192,202
3,18,17.278611,192,202
3,18,17.246111,192,203
3,18,17.213611,192,203
3,18,17.181111,193,203
3,18,17.148611,193,204
3,18,17.116111,193,204
3,18,17.083611,193,204
3,18,17.051111,193,204
3,18,17.018611,194,205
3,18,16.986111,194,205
3,18,16.953611,194,205
3,18,16.921111,194,206
3,18,16.888611,194,206
3,18,16.856111,195,206
3,18,16.823611,195,207
3,18,16.791111,195,207
3,18,16.758611,195,207
3,18,16.726111,195,207
3,18,16.693611,196,208
3,18,16.661111,196,208
3,18,16.628611,196,208
3,18,16.596111,196,209
3,18,16.563611,197,209
3,18,16.531111,197,209
3,18,16.498611,197,210
3,18,16.466111,197,210
3,18,16.433611,197,210
3,18,16.401111,198,211
3,18,16.368611,198,211
3,18,16.336111,198,211
3,18,16.303611,198,211
3,18,16.271111,199,212
3,18,16.238611,199,212
3,18,16.206111,199,212
3,18,16.173611,199,213
3,18,16.141111,200,213
3,18,16.108611,200,213
3,18,16.076111,200,214
3,18,16.043611,200,214
3,18,16.011111,201,214
3,18,15.978611,201,215
3,18,15.946111,201,215
3,18,15.913611,201,215
3,18,15.881111,202,216
3,18,15.848611,202,216
3,18,15.816111,202,216
